GEOID,NAME,totworkers.all,totworkers.16.19,totworkers.20.24,totworkers.25.44,totworkers.45.54,totworkers.55.59,totworkers.60.64,totworkers.65plus,pubtr.all,pubtr.16.19,pubtr.20.24,pubtr.25.44,pubtr.45.54,pubtr.55.59,pubtr.60.64,pubtr.65plus,county.name
36061012901,"Census Tract 129.01, New York County, New York",4308,0,262,2534,977,247,232,56,2011,0,111,1027,466,175,200,32,New York
36061012902,"Census Tract 129.02, New York County, New York",1660,0,159,1144,262,83,0,12,541,0,56,450,35,0,0,0,New York
36061013000,"Census Tract 130, New York County, New York",1599,0,8,424,373,202,132,460,571,0,0,118,127,0,106,220,New York
36061013100,"Census Tract 131, New York County, New York",1881,0,191,1139,288,48,31,184,728,0,23,392,137,0,21,155,New York
36061013201,"Census Tract 132.01, New York County, New York",1730,86,119,1022,136,305,31,31,1212,0,119,824,0,238,31,0,New York
36061013202,"Census Tract 132.02, New York County, New York",1776,0,128,1343,138,0,0,167,599,0,40,460,99,0,0,0,New York
36061013203,"Census Tract 132.03, New York County, New York",3707,67,184,1596,520,81,138,1121,1534,0,127,794,443,81,0,89,New York
36061013300,"Census Tract 133, New York County, New York",4497,20,462,3037,564,194,208,12,1952,19,323,1220,239,49,102,0,New York
36061013400,"Census Tract 134, New York County, New York",6444,0,536,3236,1371,647,345,309,3523,0,188,1971,750,368,53,193,New York
36061013501,"Census Tract 135.01, New York County, New York",2919,0,302,1891,385,180,84,77,747,0,164,396,139,31,17,0,New York
36061013502,"Census Tract 135.02, New York County, New York",2760,30,171,1614,415,232,77,221,1326,14,96,711,213,100,29,163,New York
36061013601,"Census Tract 136.01, New York County, New York",731,0,56,196,325,87,67,0,362,0,0,196,79,87,0,0,New York
36061013602,"Census Tract 136.02, New York County, New York",3613,0,0,2369,576,41,153,474,1422,0,0,1174,108,41,34,65,New York
36061013603,"Census Tract 136.03, New York County, New York",1885,0,57,1411,242,0,36,139,1432,0,57,1170,35,0,36,134,New York
36061013604,"Census Tract 136.04, New York County, New York",2834,90,245,1673,434,32,162,198,1837,90,216,1261,130,32,48,60,New York
36061013700,"Census Tract 137, New York County, New York",3359,0,124,1565,819,303,172,376,1302,0,40,664,428,60,28,82,New York
36061013800,"Census Tract 138, New York County, New York",8506,97,335,4831,1403,811,501,528,4837,0,216,3292,546,271,285,227,New York
36061013900,"Census Tract 139, New York County, New York",6833,0,172,4399,896,321,556,489,2791,0,92,1889,273,194,261,82,New York
36061014000,"Census Tract 140, New York County, New York",3786,0,223,1924,603,182,197,657,1715,0,56,1069,288,159,30,113,New York
36061014200,"Census Tract 142, New York County, New York",2420,0,27,854,482,43,290,724,947,0,27,337,212,0,124,247,New York
36061014300,"Census Tract 143, New York County, New York",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,New York
36061014401,"Census Tract 144.01, New York County, New York",2870,10,50,1486,441,484,129,270,1520,10,40,706,223,298,73,170,New York
36061014402,"Census Tract 144.02, New York County, New York",4239,48,298,1794,593,481,500,525,2555,30,271,1244,294,342,133,241,New York
36061014500,"Census Tract 145, New York County, New York",2925,48,165,1406,609,348,169,180,1488,11,0,906,260,157,79,75,New York
36061014601,"Census Tract 146.01, New York County, New York",2923,0,24,2260,277,51,179,132,2057,0,13,1682,188,42,78,54,New York
36061014602,"Census Tract 146.02, New York County, New York",4462,0,161,2690,942,181,152,336,3184,0,133,2106,648,24,131,142,New York
36061014700,"Census Tract 147, New York County, New York",2144,0,25,1634,348,46,48,43,829,0,25,546,227,5,15,11,New York
36061014801,"Census Tract 148.01, New York County, New York",1431,0,124,605,258,115,59,270,822,0,73,344,173,53,34,145,New York
36061014802,"Census Tract 148.02, New York County, New York",3536,12,295,1684,681,291,341,232,2072,0,225,1164,300,147,82,154,New York
36061014900,"Census Tract 149, New York County, New York",2844,35,139,1191,401,299,223,556,1162,7,54,521,177,136,101,166,New York
36061015001,"Census Tract 150.01, New York County, New York",1020,13,21,405,194,114,69,204,607,0,14,215,160,74,26,118,New York
36061015002,"Census Tract 150.02, New York County, New York",2323,25,0,351,673,291,311,672,993,0,0,227,299,149,121,197,New York
36061015101,"Census Tract 151.01, New York County, New York",1893,0,210,1188,241,164,58,32,1317,0,193,902,101,63,58,0,New York
36061015102,"Census Tract 151.02, New York County, New York",3099,0,98,1672,449,416,192,272,1015,0,31,585,187,79,91,42,New York
36061015200,"Census Tract 152, New York County, New York",3539,0,153,2066,435,232,272,381,2061,0,117,1254,215,80,132,263,New York
36061015301,"Census Tract 153.01, New York County, New York",2116,0,0,1123,405,258,106,224,766,0,0,399,199,97,27,44,New York
36061015302,"Census Tract 153.02, New York County, New York",2978,29,90,1861,436,362,59,141,1425,29,86,898,322,90,0,0,New York
36061015401,"Census Tract 154.01, New York County, New York",3973,0,186,2024,684,746,204,129,2558,0,186,1534,365,188,156,129,New York
36061015402,"Census Tract 154.02, New York County, New York",3244,0,485,1587,479,250,353,90,2338,0,458,993,331,250,306,0,New York
36061015403,"Census Tract 154.03, New York County, New York",1974,17,160,719,514,48,338,178,1279,0,78,583,385,48,140,45,New York
36061015501,"Census Tract 155.01, New York County, New York",3223,0,45,1519,568,295,189,607,1864,0,9,964,379,78,47,387,New York
36061015502,"Census Tract 155.02, New York County, New York",2736,0,21,1385,472,139,151,568,1726,0,21,1011,280,139,71,204,New York
36061015601,"Census Tract 156.01, New York County, New York",3175,0,211,2254,351,155,145,59,1991,0,146,1334,241,142,69,59,New York
36061015602,"Census Tract 156.02, New York County, New York",1092,9,53,653,220,139,18,0,745,9,23,405,197,103,8,0,New York
36061015700,"Census Tract 157, New York County, New York",5780,27,119,3201,878,381,199,975,2894,0,32,1920,370,168,0,404,New York
36061015801,"Census Tract 158.01, New York County, New York",2659,0,183,1189,433,176,200,478,1405,0,113,741,191,61,181,118,New York
36061015802,"Census Tract 158.02, New York County, New York",2434,42,397,1523,209,126,52,85,1327,0,213,780,116,98,52,68,New York
36061015900,"Census Tract 159, New York County, New York",5665,23,120,2248,1000,616,657,1001,3111,0,85,1661,620,111,209,425,New York
36061016001,"Census Tract 160.01, New York County, New York",1710,7,12,386,404,408,87,406,608,0,12,122,188,71,43,172,New York
36061016002,"Census Tract 160.02, New York County, New York",1446,8,83,715,340,139,73,88,575,0,15,227,186,57,38,52,New York
36061016100,"Census Tract 161, New York County, New York",4110,36,83,2436,670,346,186,353,2346,36,83,1514,341,130,144,98,New York
36061016200,"Census Tract 162, New York County, New York",3267,11,466,1603,515,287,316,69,2285,11,305,1236,341,221,149,22,New York
36061016300,"Census Tract 163, New York County, New York",4303,19,143,1879,947,427,464,424,2380,0,116,1370,390,127,244,133,New York
36061016400,"Census Tract 164, New York County, New York",2547,25,255,1413,513,259,67,15,1717,25,243,787,416,186,46,14,New York
36061016500,"Census Tract 165, New York County, New York",3765,10,21,1746,737,267,361,623,2331,10,7,1158,445,145,230,336,New York
36061016600,"Census Tract 166, New York County, New York",2771,23,200,1688,508,51,266,35,1832,0,133,1249,305,51,59,35,New York
36061016700,"Census Tract 167, New York County, New York",3391,0,83,1829,659,225,245,350,2086,0,75,1403,335,82,77,114,New York
36061016800,"Census Tract 168, New York County, New York",1362,20,18,510,411,139,144,120,841,11,9,385,278,76,54,28,New York
36061016900,"Census Tract 169, New York County, New York",4829,12,102,3087,550,279,365,434,2666,4,18,1865,365,120,186,108,New York
36061017000,"Census Tract 170, New York County, New York",3517,0,262,1746,934,263,210,102,2428,0,172,1419,469,228,65,75,New York
36061017100,"Census Tract 171, New York County, New York",5701,70,267,2366,1272,779,372,575,3518,0,198,1520,666,588,269,277,New York
36061017200,"Census Tract 172, New York County, New York",2212,43,259,1411,301,97,44,57,1559,38,240,951,193,56,24,57,New York
36061017300,"Census Tract 173, New York County, New York",3762,0,45,2316,646,200,171,384,2575,0,0,1742,404,86,103,240,New York
36061017401,"Census Tract 174.01, New York County, New York",1744,15,61,530,627,285,140,86,1224,0,61,372,384,229,118,60,New York
36061017402,"Census Tract 174.02, New York County, New York",1392,11,141,916,155,81,58,30,935,0,126,571,131,64,43,0,New York
36061017500,"Census Tract 175, New York County, New York",5981,8,134,2950,1004,884,466,535,3220,8,108,1542,528,570,155,309,New York
36061017700,"Census Tract 177, New York County, New York",5164,0,397,2726,755,461,190,635,2986,0,346,1536,365,272,135,332,New York
36061017800,"Census Tract 178, New York County, New York",2170,0,62,1457,497,111,24,19,1566,0,52,1114,324,54,15,7,New York
36061017900,"Census Tract 179, New York County, New York",5083,30,325,2362,1206,311,444,405,3207,0,259,1550,926,130,208,134,New York
36061018000,"Census Tract 180, New York County, New York",2929,51,300,1697,460,129,261,31,2082,51,262,1169,397,95,108,0,New York
36061018100,"Census Tract 181, New York County, New York",4358,0,48,1841,872,440,555,602,2982,0,17,1366,754,373,252,220,New York
36061018200,"Census Tract 182, New York County, New York",2463,0,113,1322,433,343,137,115,1887,0,113,981,367,272,90,64,New York
36061018300,"Census Tract 183, New York County, New York",4708,0,153,2862,722,389,419,163,2736,0,85,1812,427,39,279,94,New York
36061018400,"Census Tract 184, New York County, New York",2550,60,230,1565,406,176,84,29,2133,60,209,1402,304,86,43,29,New York
36061018500,"Census Tract 185, New York County, New York",2861,0,152,1817,402,101,130,259,2049,0,152,1321,299,39,93,145,New York
36061018600,"Census Tract 186, New York County, New York",2153,25,281,859,506,235,181,66,1545,25,281,643,424,87,41,44,New York
36061018700,"Census Tract 187, New York County, New York",4655,3,256,2010,1297,285,351,453,2643,0,79,1299,738,159,143,225,New York
36061018800,"Census Tract 188, New York County, New York",2423,75,193,1491,482,99,57,26,1791,57,167,1030,438,29,57,13,New York
36061018900,"Census Tract 189, New York County, New York",4066,29,235,1890,1074,429,250,159,2261,29,225,1144,456,269,83,55,New York
36061019000,"Census Tract 190, New York County, New York",1846,0,74,900,492,224,112,44,1240,0,61,611,322,160,49,37,New York
36061019100,"Census Tract 191, New York County, New York",5361,12,330,2302,871,396,354,1096,4165,12,145,2023,679,203,266,837,New York
36061019200,"Census Tract 192, New York County, New York",1159,26,144,511,342,85,34,17,820,26,115,347,213,68,34,17,New York
36061019300,"Census Tract 193, New York County, New York",5118,34,796,2683,1021,316,169,99,2780,24,452,1578,489,73,118,46,New York
36061019400,"Census Tract 194, New York County, New York",2245,43,259,1307,310,224,93,9,1584,28,252,837,229,176,62,0,New York
36061019500,"Census Tract 195, New York County, New York",3838,24,283,1466,673,449,406,537,2140,0,132,965,427,230,173,213,New York
36061019600,"Census Tract 196, New York County, New York",1293,9,141,608,317,89,98,31,991,9,123,445,245,71,90,8,New York
36061019701,"Census Tract 197.01, New York County, New York",350,0,41,171,50,17,56,15,214,0,3,125,29,10,41,6,New York
36061019702,"Census Tract 197.02, New York County, New York",1477,0,29,1007,154,77,52,158,1095,0,6,742,111,77,29,130,New York
36061019800,"Census Tract 198, New York County, New York",1169,0,67,579,278,54,28,163,667,0,54,318,187,44,8,56,New York
36061019900,"Census Tract 199, New York County, New York",3576,154,649,1129,616,333,228,467,1571,40,253,588,311,185,48,146,New York
36061020000,"Census Tract 200, New York County, New York",1673,32,47,886,455,83,97,73,1127,15,25,648,267,48,78,46,New York
36061020101,"Census Tract 201.01, New York County, New York",674,43,357,99,32,31,62,50,165,0,74,42,12,13,8,16,New York
36061020102,"Census Tract 201.02, New York County, New York",2296,0,98,1150,683,112,182,71,1618,0,82,913,443,58,104,18,New York
36061020300,"Census Tract 203, New York County, New York",1132,251,418,403,37,0,8,15,247,43,98,95,11,0,0,0,New York
36061020500,"Census Tract 205, New York County, New York",2436,357,585,598,279,110,178,329,643,90,148,95,90,77,56,87,New York
36061020600,"Census Tract 206, New York County, New York",1668,7,79,899,365,129,166,23,1275,7,72,710,255,73,147,11,New York
36061020701,"Census Tract 207.01, New York County, New York",1398,46,186,890,110,52,104,10,512,15,41,331,46,21,58,0,New York
36061020800,"Census Tract 208, New York County, New York",3045,0,120,2001,506,222,145,51,1919,0,84,1382,168,183,69,33,New York
36061020901,"Census Tract 209.01, New York County, New York",1226,0,162,579,247,175,35,28,1005,0,126,475,207,139,35,23,New York
36061021000,"Census Tract 210, New York County, New York",2208,0,178,975,649,294,59,53,1536,0,135,650,430,224,44,53,New York
36061021100,"Census Tract 211, New York County, New York",5186,7,417,3502,544,313,180,223,2371,0,215,1570,279,148,95,64,New York
36061021200,"Census Tract 212, New York County, New York",1865,0,103,1082,440,92,74,74,1162,0,103,644,289,71,23,32,New York
36061021303,"Census Tract 213.03, New York County, New York",2891,0,182,1759,534,179,149,88,2004,0,166,1234,308,121,87,88,New York
36061021400,"Census Tract 214, New York County, New York",1849,0,51,1028,312,95,147,216,1146,0,41,606,149,51,147,152,New York
36061021500,"Census Tract 215, New York County, New York",2078,0,82,1302,495,122,44,33,1412,0,57,845,403,62,35,10,New York
36061021600,"Census Tract 216, New York County, New York",5089,27,241,3049,1202,325,192,53,3769,27,241,2464,843,128,50,16,New York
36061021703,"Census Tract 217.03, New York County, New York",11,0,0,11,0,0,0,0,6,0,0,6,0,0,0,0,New York
36061021800,"Census Tract 218, New York County, New York",3465,42,229,1884,708,345,212,45,2348,0,207,1486,333,133,144,45,New York
36061021900,"Census Tract 219, New York County, New York",2022,97,242,989,337,164,136,57,1450,97,163,640,247,110,136,57,New York
36061022000,"Census Tract 220, New York County, New York",3926,104,212,2512,512,229,56,301,2373,104,212,1540,319,150,21,27,New York
36061022102,"Census Tract 221.02, New York County, New York",1541,20,0,837,383,128,152,21,1030,20,0,543,244,94,108,21,New York
36061022200,"Census Tract 222, New York County, New York",1541,6,101,897,358,97,64,18,1101,6,96,672,232,50,32,13,New York
36061022301,"Census Tract 223.01, New York County, New York",4419,23,456,2719,642,233,249,97,2969,23,391,1859,345,195,76,80,New York
36061022302,"Census Tract 223.02, New York County, New York",1346,34,242,691,76,114,146,43,1091,29,221,569,70,25,146,31,New York
36061022400,"Census Tract 224, New York County, New York",2720,16,112,1381,630,208,266,107,2058,16,110,1140,357,153,175,107,New York
36061022500,"Census Tract 225, New York County, New York",5479,154,269,3455,591,230,437,343,3966,96,241,2816,269,131,222,191,New York
36061022600,"Census Tract 226, New York County, New York",2115,23,193,1132,485,149,93,40,1270,17,162,690,208,108,49,36,New York
36061022700,"Census Tract 227, New York County, New York",2785,0,281,1762,404,95,141,102,2265,0,257,1462,264,75,135,72,New York
36061022800,"Census Tract 228, New York County, New York",3344,0,276,1935,568,174,139,252,2152,0,276,1224,318,114,83,137,New York
36061022900,"Census Tract 229, New York County, New York",4475,0,487,2407,892,363,274,52,3428,0,408,1899,622,255,192,52,New York
36061023000,"Census Tract 230, New York County, New York",3838,0,358,2555,607,127,117,74,2726,0,290,1820,412,73,115,16,New York
36061023100,"Census Tract 231, New York County, New York",3916,0,359,2289,920,83,17,248,2932,0,304,1746,641,83,17,141,New York
36061023200,"Census Tract 232, New York County, New York",3586,15,164,1688,1061,443,71,144,2392,15,149,1147,758,149,30,144,New York
36061023300,"Census Tract 233, New York County, New York",4010,22,517,2514,519,281,138,19,2988,22,467,1818,441,112,113,15,New York
36061023400,"Census Tract 234, New York County, New York",2557,13,169,1584,343,215,202,31,2137,0,169,1330,274,187,146,31,New York
36061023501,"Census Tract 235.01, New York County, New York",4213,0,531,2276,798,267,306,35,2940,0,403,1698,438,217,167,17,New York
36061023502,"Census Tract 235.02, New York County, New York",1021,0,114,674,155,64,0,14,802,0,114,588,61,25,0,14,New York
36061023600,"Census Tract 236, New York County, New York",2790,60,294,1448,410,370,157,51,2294,60,294,1149,305,294,157,35,New York
36061023700,"Census Tract 237, New York County, New York",3321,72,321,2065,445,114,176,128,2320,72,241,1575,190,80,128,34,New York
36061023802,"Census Tract 238.02, New York County, New York",2098,4,62,1179,587,55,157,54,1486,0,42,850,388,36,116,54,New York
36061023803,"Census Tract 238.03, New York County, New York",1483,41,43,678,415,84,117,105,1149,41,43,545,402,34,43,41,New York
36061023804,"Census Tract 238.04, New York County, New York",2033,0,68,1406,326,106,53,74,1629,0,30,1211,186,106,49,47,New York
36061023900,"Census Tract 239, New York County, New York",1437,0,190,973,122,59,93,0,1091,0,160,724,99,35,73,0,New York
36061024000,"Census Tract 240, New York County, New York",273,0,6,189,29,15,4,30,255,0,6,176,24,15,4,30,New York
36061024100,"Census Tract 241, New York County, New York",4134,216,240,2275,567,229,312,295,2866,216,180,1574,292,193,228,183,New York
36061024200,"Census Tract 242, New York County, New York",1748,6,215,1033,252,136,65,41,1277,6,178,759,181,95,58,0,New York
36061024301,"Census Tract 243.01, New York County, New York",2900,61,333,1624,433,200,111,138,1940,14,225,1121,246,158,65,111,New York
36061024302,"Census Tract 243.02, New York County, New York",2052,72,160,864,497,248,153,58,1561,16,85,662,430,191,119,58,New York
36061024500,"Census Tract 245, New York County, New York",6556,177,373,3897,1303,457,211,138,4674,177,314,2608,1000,305,182,88,New York
36061024700,"Census Tract 247, New York County, New York",4085,34,560,1718,1052,366,133,222,2686,0,458,1071,715,277,84,81,New York
36061024900,"Census Tract 249, New York County, New York",628,0,57,450,44,0,29,48,412,0,47,303,32,0,22,8,New York
36061025100,"Census Tract 251, New York County, New York",1058,22,84,596,148,41,119,48,647,22,84,370,74,21,28,48,New York
36061025300,"Census Tract 253, New York County, New York",6486,87,810,3531,1006,594,293,165,3964,52,619,2350,299,336,143,165,New York
36061025500,"Census Tract 255, New York County, New York",2957,70,274,1449,893,111,71,89,1590,22,97,930,403,47,61,30,New York
36061025700,"Census Tract 257, New York County, New York",2894,5,253,1628,505,159,222,122,1970,5,127,1204,283,98,193,60,New York
